Nation,Country,Region,Year,CO2 Emissions,Emissions from bunker fuels,Emissions from cement production,Emissions from gas flaring,Emissions from gas fuel consumption,Emissions from liquid fuel consumption,Emissions from solid fuel consumption,Gdp Ppp,Number of Records,Per capita CO2 emissions,Population,Total CO2 emissions from fossil-fuels and cement production
CHILE,CHILE,South America,1993,"9,443",364,411,54,668,"6,228","2,082",1.53E+11,1,0.68,13778676,"9,443"
PHILIPPINES,PHILIPPINES,Asia,1981,"9,453",271,556,0,0,"8,543",353,2.03E+11,1,0.2,48715592,"9,453"
VIET NAM,VIETNAM,Asia,1996,"9,454",61,896,0,171,"4,362","4,025",1.56E+11,1,0.13,76375677,"9,454"
MALAYSIA,MALAYSIA,Asia,1984,"9,462",50,472,"1,230",449,"7,012",298,1.27E+11,1,0.62,15333369,"9,462"
QATAR,QATAR,Asia,2000,"9,471",0,165,0,"6,629","2,678",0,53987046890,1,16.03,593453,"9,471"
INDIA,INDIA,Asia,1914,"9,475",0,0,0,0,826,"8,648",2.44E+11,1,0,267795301,"9,475"
NEW ZEALAND,NEW ZEALAND,Australia,2004,"9,479",798,151,12,"2,165","4,905","2,246",1.27E+11,1,2.32,4078779,"9,479"
TURKMENISTAN,TURKMENISTAN,Europe,1999,"9,479",226,61,0,"6,691","2,726",0,22020892986,1,2.13,4449427,"9,479"
IRELAND,IRELAND,Europe,1996,"9,520",421,263,0,"1,656","4,471","3,130",97186123255,1,2.62,3673553,"9,520"
NIGERIA,NIGERIA,Africa,1995,"9,522",298,354,0,"2,747","6,315",106,2.88E+11,1,0.09,108424822,"9,522"
MEXICO,MEXICO,North America,1951,"9,524",100,220,"1,004",453,"7,266",581,1.33E+11,1,0.33,28836111,"9,524"
AUSTRIA,AUSTRIA,Europe,1915,"9,525",0,0,0,0,-121,"9,646",32875120539,1,0,6459401,"9,525"
NETHERLANDS,NETHERLANDS,Europe,1943,"9,533",0,49,0,0,0,"9,484",51491655441,1,0,8860722,"9,533"
SINGAPORE,SINGAPORE,Asia,1983,"9,544","4,925",429,0,0,"9,112",3,61260991757,1,3.69,2583241,"9,544"
ARGENTINA,ARGENTINA,South America,1951,"9,544",127,212,0,387,"7,452","1,493",1.21E+11,1,0.55,17507132,"9,544"
PHILIPPINES,PHILIPPINES,Asia,1982,"9,544",309,592,0,0,"8,513",439,2.11E+11,1,0.19,50068493,"9,544"
AUSTRALIA,AUSTRALIA,Australia,1943,"9,550",0,54,0,0,0,"9,497",88991848378,1,0,7052012,"9,550"
SINGAPORE,SINGAPORE,Asia,1986,"9,552","5,115",245,0,0,"9,300",7,70259542151,1,3.45,2766755,"9,552"
PERU,PERU,South America,2006,"9,562",551,786,"1,848","1,045","5,111",771,2.38E+11,1,0.34,27949958,"9,562"
THAILAND,THAILAND,Asia,1978,"9,563",111,692,0,0,"8,655",217,1.54E+11,1,0.21,45423442,"9,563"
CHINA (MAINLAND),CHINA,Asia,1924,"9,578",0,0,0,0,0,"9,578",4.65E+11,1,0,462750597,"9,578"
HONG KONG SPECIAL ADMINSTRATIVE REGION OF CHINA,"HONG KONG, CHINA",Asia,1993,"9,580","3,447",233,0,0,"2,799","6,548",1.78E+11,1,1.6,5974379,"9,580"
PHILIPPINES,PHILIPPINES,Asia,1976,"9,580",194,612,0,0,"8,921",47,1.58E+11,1,0.23,42461189,"9,580"
KUWAIT,KUWAIT,Asia,1966,"9,586","3,210",0,"5,197","1,300","3,089",0,93265583326,1,17.89,533521,"9,586"
REPUBLIC OF KOREA,North Korea,Asia,1967,"9,586",24,332,0,0,"2,864","6,389",45289419611,1,0.32,13221826,"9,586"
ARGENTINA,ARGENTINA,South America,1953,"9,591",169,225,0,326,"8,190",850,1.21E+11,1,0.53,18224150,"9,591"
SOUTH AFRICA,SOUTH AFRICA,Africa,1936,"9,622",0,103,0,0,0,"9,519",44114212299,1,0,8880522,"9,622"
SAUDI ARABIA,SAUDI ARABIA,Asia,1969,"9,627","10,004",80,"6,439",914,"2,194",0,2.04E+11,1,1.74,5601649,"9,627"
KUWAIT,KUWAIT,Asia,1986,"9,632","1,086",138,367,"3,672","5,455",0,1.13E+11,1,5.25,1823201,"9,632"
UNITED ARAB EMIRATES,UNITED ARAB EMIRATES,Asia,1983,"9,638",528,281,"2,599","2,915","3,843",0,91233298583,1,7.92,1218223,"9,638"
TURKMENISTAN,TURKMENISTAN,Europe,2000,"9,644",222,61,0,"6,809","2,774",0,23195942284,1,2.14,4501419,"9,644"
PHILIPPINES,PHILIPPINES,Asia,1983,"9,658",327,596,0,0,"8,462",600,2.16E+11,1,0.19,51455037,"9,658"
KUWAIT,KUWAIT,Asia,1965,"9,659","3,190",0,"5,128",940,"3,592",0,82489087529,1,19.95,482173,"9,659"
AUSTRALIA,AUSTRALIA,Australia,1946,"9,668",0,100,0,0,0,"9,568",78698179312,1,0,7052012,"9,668"
LIBYAN ARAB JAMAHIRIYAH,LIBYA,Africa,1969,"9,695",37,9,"7,927",0,"1,758",1,1.30E+11,1,5.07,2025282,"9,695"
ITALY (INCLUDING SAN MARINO),ITALY,Europe,1948,"9,700",0,428,0,54,"2,034","7,185",2.43E+11,1,0,44284798,"9,700"
CUBA,CUBA,North America,1988,"9,718",186,485,0,11,"9,139",83,1.50E+11,1,0.94,10379080,"9,718"
DEMOCRATIC PEOPLE S REPUBLIC OF KOREA,South Korea,Asia,1964,"9,724",0,355,0,0,324,"9,045",19578759670,1,0.81,27770874,"9,724"
ECUADOR,ECUADOR,South America,2011,"9,743",686,816,283,234,"8,410",0,1.40E+11,1,0.64,15177280,"9,743"
HUNGARY,HUNGARY,Europe,1955,"9,746",0,160,0,275,"1,333","7,978",74413983853,1,0.99,9828971,"9,746"
CUBA,CUBA,North America,1989,"9,746",175,427,0,17,"9,181",121,1.50E+11,1,0.93,10486110,"9,746"
SPAIN,SPAIN,Europe,1949,"9,761",0,306,0,134,"1,854","7,468",1.05E+11,1,0,25828302,"9,761"
INDONESIA,INDONESIA,Asia,1970,"9,769",199,75,975,628,"7,973",118,2.36E+11,1,0.08,114834781,"9,769"
CHINA (MAINLAND),CHINA,Asia,1929,"9,776",0,25,0,0,3,"9,748",5.06E+11,1,0,462750597,"9,776"
ITALY (INCLUDING SAN MARINO),ITALY,Europe,1926,"9,782",0,0,0,3,394,"9,385",1.80E+11,1,0,37422220,"9,782"
KUWAIT,KUWAIT,Asia,1989,"9,786","1,231",151,577,"4,736","4,322",0,1.20E+11,1,4.7,2054443,"9,786"
SLOVAKIA,SLOVAK REPUBLIC,Europe,2000,"9,786",22,414,0,"3,608","1,317","4,447",84556301703,1,1.81,5386065,"9,786"
COLOMBIA,COLOMBIA,South America,1975,"9,789",230,420,392,982,"5,599","2,396",1.25E+11,1,0.41,24756969,"9,789"
CUBA,CUBA,North America,2011,"9,796",140,218,0,534,"9,040",3,2.12E+11,1,0.87,11323570,"9,796"
TAIWAN,TAIWAN,Asia,1972,"9,797",0,798,0,639,"5,730","2,629",1.00E+11,1,0.65,15223333,"9,797"
BRAZIL,BRAZIL,South America,1957,"9,822",51,462,49,9,"7,930","1,372",2.28E+11,1,0.15,66400362,"9,822"
SWITZERLAND,SWITZERLAND,Europe,1968,"9,825",12,588,0,6,"8,573",658,1.95E+11,1,1.61,6056358,"9,825"
IRELAND,IRELAND,Europe,2011,"9,836",644,354,0,"2,571","4,794","2,117",1.94E+11,1,2.17,4652714,"9,836"
SINGAPORE,SINGAPORE,Asia,1988,"9,846","5,344",217,0,0,"9,616",13,86272047983,1,3.42,2880188,"9,846"
SINGAPORE,SINGAPORE,Asia,1979,"9,851","3,950",184,0,0,"9,665",1,45039507155,1,4.15,2375417,"9,851"
ARGENTINA,ARGENTINA,South America,1952,"9,853",110,211,0,419,"7,993","1,230",1.15E+11,1,0.55,17866097,"9,853"
QATAR,QATAR,Asia,2003,"9,860",510,190,157,"7,312","2,201",0,58031793096,1,15.09,668165,"9,860"
GREECE,GREECE,Europe,1974,"9,877",981,955,0,0,"6,469","2,454",1.27E+11,1,1.1,8952862,"9,877"
SYRIAN ARAB REPUBLIC,SYRIA,Asia,1987,"9,879",201,526,"1,216",201,"7,936",1,36179295400,1,0.88,11374772,"9,879"
MALAYSIA,MALAYSIA,Asia,1985,"9,882",85,425,580,924,"7,560",393,1.26E+11,1,0.63,15764340,"9,882"
SLOVAKIA,SLOVAK REPUBLIC,Europe,2010,"9,883",34,393,5,"3,127","2,214","4,144",1.33E+11,1,1.82,5406896,"9,883"
BELGIUM,BELGIUM,Europe,1917,"9,893",0,0,0,0,0,"9,893",26387171463,1,0,7554691,"9,893"
QATAR,QATAR,Asia,1997,"9,896",0,94,0,"7,668","2,134",0,42343859661,1,18.71,528213,"9,896"
HONG KONG SPECIAL ADMINSTRATIVE REGION OF CHINA,"HONG KONG, CHINA",Asia,2010,"9,896","12,542",136,0,"1,768","2,599","5,393",3.40E+11,1,1.4,6993570,"9,896"
MEXICO,MEXICO,North America,1954,"9,901",109,238,"1,023",602,"7,318",720,1.53E+11,1,0.32,31599804,"9,901"
INDIA,INDIA,Asia,1915,"9,901",0,0,0,0,916,"8,985",2.39E+11,1,0,267795301,"9,901"
TURKEY,TURKEY,Asia,1968,"9,903",69,643,0,0,"5,075","4,186",2.24E+11,1,0.29,33196289,"9,903"
LIBYAN ARAB JAMAHIRIYAH,LIBYA,Africa,1988,"9,926",214,370,"1,354","2,277","5,923",1,1.24E+11,1,2.38,4187631,"9,926"
IRELAND,IRELAND,Europe,1997,"9,933",472,286,0,"1,731","4,864","3,052",1.09E+11,1,2.71,3706032,"9,933"
COLOMBIA,COLOMBIA,South America,1974,"9,948",235,474,308,974,"5,925","2,268",1.21E+11,1,0.42,24208022,"9,948"
AUSTRALIA,AUSTRALIA,Australia,1942,"9,963",0,77,0,0,0,"9,886",85956535705,1,0,7052012,"9,963"
ISRAEL,ISRAEL,Asia,1990,"9,964",534,390,0,18,"6,775","2,782",87672945328,1,2.21,4499161,"9,964"
ISLAMIC REPUBLIC OF IRAN,IRAN,Asia,1961,"9,965","1,863",101,"3,927",519,"5,274",143,1.09E+11,1,0.44,22480420,"9,965"
NORWAY,NORWAY,Europe,1980,"9,979",243,300,270,483,"7,883","1,044",1.35E+11,1,2.44,4082525,"9,979"
SWITZERLAND,SWITZERLAND,Europe,2011,"9,980","1,263",517,0,"1,667","7,644",152,3.95E+11,1,1.26,7925813,"9,980"
UNITED ARAB EMIRATES,UNITED ARAB EMIRATES,Asia,1979,"9,983",369,173,"5,323","1,957","2,529",0,83664421555,1,10.76,927303,"9,983"
NORWAY,NORWAY,Europe,1998,"9,986","1,086",228,242,"2,395","6,013","1,109",2.44E+11,1,2.25,4440109,"9,986"
SWITZERLAND,SWITZERLAND,Europe,1982,"9,989",551,558,0,617,"8,305",510,2.46E+11,1,1.56,6341369,"9,989"
BRAZIL,BRAZIL,South America,1956,"9,995",47,445,45,5,"8,116","1,384",2.12E+11,1,0.15,64506874,"9,995"
INDIA,INDIA,Asia,1916,"10,011",0,0,0,0,948,"9,064",2.47E+11,1,0,267795301,"10,011"
THAILAND,THAILAND,Asia,1979,"10,018",107,715,0,0,"8,883",420,1.62E+11,1,0.22,46412310,"10,018"
MEXICO,MEXICO,North America,1953,"10,020",124,227,"1,000",564,"7,459",770,1.38E+11,1,0.33,30634216,"10,020"
PHILIPPINES,PHILIPPINES,Asia,1977,"10,023",236,571,0,0,"9,255",197,1.67E+11,1,0.23,43650333,"10,023"
LIBYAN ARAB JAMAHIRIYAH,LIBYA,Africa,1990,"10,030",239,367,"1,969","2,531","5,160",4,1.23E+11,1,2.31,4398419,"10,030"
SLOVAKIA,SLOVAK REPUBLIC,Europe,2007,"10,030",41,506,8,"3,179","2,131","4,206",1.27E+11,1,1.86,5391728,"10,030"
ARGENTINA,ARGENTINA,South America,1954,"10,032",186,232,0,330,"8,455","1,016",1.26E+11,1,0.54,18579041,"10,032"
ROMANIA,ROMANIA,Europe,1955,"10,041",0,263,0,"2,935","3,785","3,057",1.01E+11,1,0.57,17483911,"10,041"
ITALY (INCLUDING SAN MARINO),ITALY,Europe,1947,"10,043",0,375,0,44,"1,505","8,121",2.29E+11,1,0,44284798,"10,043"
SOUTH AFRICA,SOUTH AFRICA,Africa,1937,"10,049",0,114,0,0,0,"9,935",48048064180,1,0,8880522,"10,049"
UNITED ARAB EMIRATES,UNITED ARAB EMIRATES,Asia,1981,"10,051",534,234,"3,200","3,043","3,575",0,1.07E+11,1,9.2,1093108,"10,051"
UNITED ARAB EMIRATES,UNITED ARAB EMIRATES,Asia,1982,"10,055",580,302,"2,693","3,187","3,873",0,97172165864,1,8.69,1158477,"10,055"
UNITED ARAB EMIRATES,UNITED ARAB EMIRATES,Asia,1980,"10,064",507,234,"4,976","2,395","2,460",0,1.05E+11,1,9.9,1016789,"10,064"
NORWAY,NORWAY,Europe,1985,"10,064",343,218,167,"1,097","7,370","1,213",1.60E+11,1,2.42,4148355,"10,064"
DENMARK,DENMARK,Europe,1962,"10,070",63,222,0,0,"5,512","4,337",75520564126,1,2.17,4649179,"10,070"
SYRIAN ARAB REPUBLIC,SYRIA,Asia,1988,"10,075",274,453,951,474,"8,196",1,40652722474,1,0.87,11730217,"10,075"
HONG KONG SPECIAL ADMINSTRATIVE REGION OF CHINA,"HONG KONG, CHINA",Asia,2002,"10,077","6,902",164,0,"1,248","4,032","4,633",2.37E+11,1,1.47,6854755,"10,077"
AUSTRIA,AUSTRIA,Europe,1963,"10,088",1,450,0,922,"3,367","5,349",93333353600,1,1.41,7199962,"10,088"
HONG KONG SPECIAL ADMINSTRATIVE REGION OF CHINA,"HONG KONG, CHINA",Asia,2009,"10,089","12,545",136,0,"1,412","2,420","6,120",3.18E+11,1,1.44,6949275,"10,089"
PHILIPPINES,PHILIPPINES,Asia,1980,"10,090",225,609,0,0,"9,113",368,1.96E+11,1,0.21,47396966,"10,090"
ISRAEL,ISRAEL,Asia,1991,"10,096",545,483,0,13,"6,562","3,037",90696620401,1,2.17,4641600,"10,096"
PERU,PERU,South America,2005,"10,127",530,695,"1,867",913,"5,718",933,2.22E+11,1,0.37,27610406,"10,127"
NETHERLANDS,NETHERLANDS,Europe,1941,"10,133",0,63,0,0,0,"10,071",57421194814,1,0,8860722,"10,133"
REPUBLIC OF KOREA,North Korea,Asia,1968,"10,156",32,486,0,0,"4,199","5,471",50434610331,1,0.34,13608611,"10,156"
MEXICO,MEXICO,North America,1952,"10,158",123,226,"1,033",530,"7,658",711,1.38E+11,1,0.34,29711632,"10,158"
GREECE,GREECE,Europe,1973,"10,160","1,271",883,0,0,"6,959","2,318",1.31E+11,1,1.14,8897126,"10,160"
LIBYAN ARAB JAMAHIRIYAH,LIBYA,Africa,1992,"10,161",251,313,"1,071","2,515","6,258",4,1.11E+11,1,2.25,4596811,"10,161"
NETHERLANDS,NETHERLANDS,Europe,1935,"10,171",0,49,0,0,893,"9,229",57712780494,1,0,7875051,"10,171"
LIBYAN ARAB JAMAHIRIYAH,LIBYA,Africa,1989,"10,178",231,370,"1,181","2,918","5,706",3,1.25E+11,1,2.4,4294547,"10,178"
PAKISTAN,PAKISTAN,Asia,1982,"10,195",209,503,332,"3,778","4,315","1,266",2.01E+11,1,0.12,83427522,"10,195"
ISLAMIC REPUBLIC OF IRAN,IRAN,Asia,1960,"10,197","1,814",108,"3,461",502,"5,960",167,1.01E+11,1,0.46,21906905,"10,197"
SYRIAN ARAB REPUBLIC,SYRIA,Asia,1990,"10,213",408,476,"1,111",855,"7,771",0,39196942878,1,0.83,12451539,"10,213"
ISLAMIC REPUBLIC OF IRAN,IRAN,Asia,1962,"10,216","2,163",101,"4,305",556,"5,106",148,1.11E+11,1,0.44,23071426,"10,216"
PHILIPPINES,PHILIPPINES,Asia,1978,"10,220",231,590,0,0,"9,390",241,1.76E+11,1,0.23,44866279,"10,220"
NORWAY,NORWAY,Europe,2002,"10,225",900,222,251,"2,536","6,376",840,2.68E+11,1,2.25,4537240,"10,225"
BANGLADESH,BANGLADESH,Asia,2005,"10,241",266,694,0,"6,748","2,755",45,2.35E+11,1,0.07,142929979,"10,241"
NORWAY,NORWAY,Europe,1988,"10,243",416,194,184,"1,287","7,558","1,021",1.69E+11,1,2.44,4199817,"10,243"
MOROCCO,MOROCCO,Africa,2003,"10,243",261,"1,414",0,22,"5,469","3,339",1.53E+11,1,0.34,29812685,"10,243"
NORWAY,NORWAY,Europe,1986,"10,259",352,238,141,956,"7,843","1,081",1.66E+11,1,2.46,4164166,"10,259"
SPAIN,SPAIN,Europe,1952,"10,266","1,771",403,0,0,"1,905","7,958",1.29E+11,1,0.36,28430442,"10,266"
AUSTRALIA,AUSTRALIA,Australia,1949,"10,276",0,146,0,0,0,"10,130",91499280586,1,0,7052012,"10,276"
SLOVAKIA,SLOVAK REPUBLIC,Europe,2008,"10,284",52,565,6,"3,227","2,239","4,247",1.34E+11,1,1.9,5396710,"10,284"
MOROCCO,MOROCCO,Africa,2001,"10,285",249,"1,360",0,23,"5,415","3,486",1.41E+11,1,0.35,29250983,"10,285"
PHILIPPINES,PHILIPPINES,Asia,1988,"10,289",282,557,0,0,"8,657","1,074",2.18E+11,1,0.18,58844392,"10,289"
SAUDI ARABIA,SAUDI ARABIA,Asia,1947,"10,298",0,0,0,0,"10,298",0,29871718798,1,0,2974999,"10,298"
EGYPT,EGYPT,Africa,1977,"10,326",560,443,547,572,"8,071",693,2.06E+11,1,0.25,40377668,"10,326"
THAILAND,THAILAND,Asia,1982,"10,338",120,899,0,668,"8,069",703,1.90E+11,1,0.21,49265597,"10,338"
FINLAND,FINLAND,Europe,1969,"10,345",40,244,0,0,"7,523","2,578",68141830256,1,2.25,4595807,"10,345"
CHINA (MAINLAND),CHINA,Asia,1930,"10,350",0,24,0,0,42,"10,284",5.13E+11,1,0,481222579,"10,350"
HONG KONG SPECIAL ADMINSTRATIVE REGION OF CHINA,"HONG KONG, CHINA",Asia,2001,"10,355","5,274",174,0,"1,281","4,768","4,132",2.34E+11,1,1.52,6836538,"10,355"
MALAYSIA,MALAYSIA,Asia,1983,"10,355",32,439,"1,109",202,"8,334",271,1.17E+11,1,0.69,14926976,"10,355"
NETHERLANDS,NETHERLANDS,Europe,1927,"10,362",0,0,0,0,783,"9,579",55302935385,1,0,6846453,"10,362"
SWITZERLAND,SWITZERLAND,Europe,2007,"10,368","1,095",544,0,"1,646","7,993",185,3.88E+11,1,1.36,7560141,"10,368"
NETHERLANDS,NETHERLANDS,Europe,1928,"10,373",0,0,0,0,766,"9,607",57829259472,1,0,6846453,"10,373"
AUSTRALIA,AUSTRALIA,Australia,1947,"10,376",0,122,0,0,0,"10,254",80633741017,1,0,7052012,"10,376"
THAILAND,THAILAND,Asia,1981,"10,376",120,852,0,153,"8,867",504,1.80E+11,1,0.21,48336894,"10,376"
COLOMBIA,COLOMBIA,South America,1976,"10,387",216,491,416,"1,010","5,955","2,516",1.32E+11,1,0.42,25323412,"10,387"
SWITZERLAND,SWITZERLAND,Europe,1969,"10,389",9,617,0,7,"9,134",632,2.05E+11,1,1.69,6114719,"10,389"
CHILE,CHILE,South America,1994,"10,391",458,407,97,718,"6,614","2,555",1.65E+11,1,0.73,13987999,"10,391"
PHILIPPINES,PHILIPPINES,Asia,1979,"10,400",280,537,0,0,"9,563",300,1.86E+11,1,0.23,46113992,"10,400"
AUSTRIA,AUSTRIA,Europe,1965,"10,414",2,550,0,934,"4,027","4,903",1.02E+11,1,1.43,7298794,"10,414"
ITALY (INCLUDING SAN MARINO),ITALY,Europe,1928,"10,415",0,418,0,3,513,"9,481",1.94E+11,1,0,37422220,"10,415"
INDIA,INDIA,Asia,1920,"10,415",0,0,0,0,980,"9,435",2.26E+11,1,0,267795301,"10,415"
MOROCCO,MOROCCO,Africa,2002,"10,432",252,"1,387",0,23,"5,445","3,577",1.45E+11,1,0.35,29535591,"10,432"
VENEZUELA,VENEZUELA,South America,1950,"10,447",402,68,"7,592",629,"2,157",1,56677913336,1,2.05,5481977,"10,447"
ALGERIA,ALGERIA,Africa,1973,"10,448",160,137,"6,669",859,"2,559",224,1.25E+11,1,0.69,15804428,"10,448"
CUBA,CUBA,North America,2010,"10,461",140,218,0,562,"9,659",21,2.06E+11,1,0.93,11308133,"10,461"
INDIA,INDIA,Asia,1917,"10,469",0,0,0,0,902,"9,567",2.44E+11,1,0,267795301,"10,469"
OMAN,OMAN,Asia,2008,"10,473",374,543,737,"6,485","2,709",0,1.15E+11,1,4.04,2652281,"10,473"
HONG KONG SPECIAL ADMINSTRATIVE REGION OF CHINA,"HONG KONG, CHINA",Asia,2004,"10,476","9,282",141,0,"1,152","3,758","5,425",2.61E+11,1,1.54,6841705,"10,476"
AUSTRALIA,AUSTRALIA,Australia,1948,"10,487",0,140,0,0,0,"10,347",85824565588,1,0,7052012,"10,487"
OMAN,OMAN,Asia,2009,"10,490",369,544,758,"6,804","2,384",0,1.18E+11,1,3.94,2762073,"10,490"
HUNGARY,HUNGARY,Europe,1957,"10,494",0,135,0,208,"1,395","8,756",77447045251,1,1.06,9914136,"10,494"
NORWAY,NORWAY,Europe,1987,"10,507",357,223,238,960,"8,059","1,027",1.69E+11,1,2.51,4181326,"10,507"
HONG KONG SPECIAL ADMINSTRATIVE REGION OF CHINA,"HONG KONG, CHINA",Asia,2006,"10,514","9,454",137,0,"1,217","3,230","5,930",2.97E+11,1,1.54,6855818,"10,514"
IRELAND,IRELAND,Europe,1998,"10,517",489,272,0,"1,750","5,446","3,048",1.17E+11,1,2.84,3743948,"10,517"
HONG KONG SPECIAL ADMINSTRATIVE REGION OF CHINA,"HONG KONG, CHINA",Asia,2008,"10,519","9,130",136,0,"1,248","3,197","5,938",3.25E+11,1,1.51,6910384,"10,519"
NETHERLANDS,NETHERLANDS,Europe,1933,"10,527",0,49,0,0,850,"9,628",56412501902,1,0,7875051,"10,527"
CHINA (MAINLAND),CHINA,Asia,1932,"10,535",0,26,0,0,59,"10,450",5.34E+11,1,0,481222579,"10,535"
NETHERLANDS,NETHERLANDS,Europe,1934,"10,543",0,54,0,0,798,"9,691",56008768375,1,0,7875051,"10,543"
NORWAY,NORWAY,Europe,2000,"10,562","1,004",252,397,"2,331","6,495","1,086",2.57E+11,1,2.35,4491572,"10,562"
SOUTH AFRICA,SOUTH AFRICA,Africa,1938,"10,563",0,119,0,0,0,"10,444",47121776916,1,0,8880522,"10,563"
SLOVAKIA,SLOVAK REPUBLIC,Europe,2004,"10,567",22,429,3,"3,434","1,981","4,720",99922664254,1,1.95,5384237,"10,567"
IRAQ,IRAQ,Asia,1983,"10,567",123,761,"1,764",179,"7,862",1,1.79E+11,1,0.71,14824876,"10,567"
SWITZERLAND,SWITZERLAND,Europe,2010,"10,568","1,177",544,0,"1,880","7,982",162,3.90E+11,1,1.34,7830534,"10,568"
UNITED ARAB EMIRATES,UNITED ARAB EMIRATES,Asia,1977,"10,577",325,27,"8,187",304,"2,058",0,68738165759,1,14.59,722849,"10,577"
BELGIUM,BELGIUM,Europe,1945,"10,578",0,88,0,0,0,"10,490",40846532656,1,0,8330676,"10,578"
TURKEY,TURKEY,Asia,1969,"10,583",56,788,0,0,"5,384","4,412",2.35E+11,1,0.3,33969201,"10,583"
SWITZERLAND,SWITZERLAND,Europe,1981,"10,597",580,591,0,584,"8,899",523,2.50E+11,1,1.66,6315799,"10,597"
GREECE,GREECE,Europe,1975,"10,601","1,153","1,080",0,0,"6,423","3,099",1.35E+11,1,1.17,9030080,"10,601"
SWEDEN,SWEDEN,Europe,1957,"10,604",249,333,0,0,"7,211","3,060",99542129210,1,1.44,7344466,"10,604"
KUWAIT,KUWAIT,Asia,1994,"10,610",746,136,262,"3,980","6,232",0,1.57E+11,1,6.29,1691891,"10,610"
AUSTRIA,AUSTRIA,Europe,1964,"10,620",2,513,0,961,"3,977","5,168",98944272202,1,1.47,7249855,"10,620"
LIBYAN ARAB JAMAHIRIYAH,LIBYA,Africa,1993,"10,621",277,313,908,"2,428","6,968",3,1.07E+11,1,2.31,4691934,"10,621"
SPAIN,SPAIN,Europe,1953,"10,629","1,921",443,0,0,"1,969","8,216",1.28E+11,1,0.37,28641790,"10,629"
INDONESIA,INDONESIA,Asia,1971,"10,632",251,66,"1,057",740,"8,618",151,2.51E+11,1,0.09,117921994,"10,632"
LIBYAN ARAB JAMAHIRIYAH,LIBYA,Africa,2011,"10,641",174,408,684,"2,775","6,774",0,74915826421,1,1.74,6288652,"10,641"
SWITZERLAND,SWITZERLAND,Europe,2000,"10,649","1,293",513,0,"1,520","8,476",140,3.37E+11,1,1.47,7165581,"10,649"
BRAZIL,BRAZIL,South America,1959,"10,653",60,522,122,25,"8,863","1,121",2.78E+11,1,0.15,70376952,"10,653"
SYRIAN ARAB REPUBLIC,SYRIA,Asia,2002,"10,654",91,636,304,"3,442","6,270",2,69071225887,1,0.63,16997521,"10,654"
SWITZERLAND,SWITZERLAND,Europe,1975,"10,662",510,512,0,323,"9,616",211,2.29E+11,1,1.67,6356178,"10,662"
BRAZIL,BRAZIL,South America,1958,"10,663",60,515,85,18,"8,967","1,078",2.53E+11,1,0.16,68351012,"10,663"
SLOVAKIA,SLOVAK REPUBLIC,Europe,2006,"10,664",33,489,3,"3,359","2,070","4,744",1.15E+11,1,1.97,5387734,"10,664"
INDIA,INDIA,Asia,1933,"10,668",0,85,0,0,188,"10,395",2.76E+11,1,0,285470839,"10,668"
SWEDEN,SWEDEN,Europe,1955,"10,673",185,347,0,0,"6,294","4,031",93084607286,1,1.47,7259579,"10,673"
PHILIPPINES,PHILIPPINES,Asia,1989,"10,674",409,493,0,0,"9,273",909,2.32E+11,1,0.18,60391168,"10,674"
ALGERIA,ALGERIA,Africa,1976,"10,682",290,190,"5,666","1,655","3,012",160,1.52E+11,1,0.65,17190236,"10,682"
SWITZERLAND,SWITZERLAND,Europe,1984,"10,683",657,569,0,756,"8,811",546,2.55E+11,1,1.65,6416275,"10,683"
SWITZERLAND,SWITZERLAND,Europe,1995,"10,697","1,032",547,0,"1,371","8,582",197,3.02E+11,1,1.51,7017042,"10,697"
TURKMENISTAN,TURKMENISTAN,Europe,2001,"10,698",228,61,0,"7,173","3,465",0,23966160390,1,2.35,4551762,"10,698"
HONG KONG SPECIAL ADMINSTRATIVE REGION OF CHINA,"HONG KONG, CHINA",Asia,1998,"10,699","4,683",209,0,"1,258","5,326","3,906",2.02E+11,1,1.63,6559656,"10,699"
SLOVAKIA,SLOVAK REPUBLIC,Europe,1999,"10,701",17,642,0,"3,584","1,685","4,790",83909052280,1,1.98,5384857,"10,701"
SLOVAKIA,SLOVAK REPUBLIC,Europe,2002,"10,704",38,427,4,"3,665","2,133","4,475",90935718132,1,1.98,5385480,"10,704"
AUSTRIA,AUSTRIA,Europe,1966,"10,706",3,612,0,"1,002","4,494","4,597",1.07E+11,1,1.46,7345865,"10,706"
ALGERIA,ALGERIA,Africa,1982,"10,709",646,598,"2,527","1,957","5,088",539,2.29E+11,1,0.53,20575701,"10,709"
HUNGARY,HUNGARY,Europe,1958,"10,712",0,177,0,193,"1,455","8,887",82510761842,1,1.08,9945194,"10,712"
EGYPT,EGYPT,Africa,1978,"10,721",688,408,434,840,"8,496",543,2.20E+11,1,0.25,41324806,"10,721"
COLOMBIA,COLOMBIA,South America,1977,"10,732",201,448,426,"1,147","6,141","2,569",1.39E+11,1,0.43,25905124,"10,732"
SLOVAKIA,SLOVAK REPUBLIC,Europe,2005,"10,733",32,476,1,"3,675","2,127","4,454",1.06E+11,1,1.98,5385192,"10,733"
SLOVAKIA,SLOVAK REPUBLIC,Europe,2001,"10,733",26,425,2,"3,853","1,826","4,627",87318150027,1,1.98,5386224,"10,733"
TAIWAN,TAIWAN,Asia,1974,"10,736",0,839,0,775,"6,952","2,170",1.08E+11,1,0.68,15824000,"10,736"
